token_id,count,weight
254950,62502,9.948196416915017
286780,62499,9.947718918766945
363129,62471,9.943262269384949
253414,62467,9.94262560518752
347531,62436,9.93769145765745
254189,62425,9.935940631114523
254295,62416,9.93450813667031
254178,62395,9.931165649633812
270588,62375,9.92798232864667
347569,62363,9.926072336054386
253961,62360,9.925594837906315
344423,62355,9.92479900765953
286187,62349,9.923844011363387
347603,62348,9.92368484531403
254184,62330,9.920819856425602
254012,62328,9.92050152432689
286164,62327,9.920342358277532
256876,62306,9.916999871241034
348327,62303,9.916522373092961
253539,62286,9.913816550253893
104164,62285,9.913657384204535
285959,62254,9.908723236674467
283020,62253,9.90856407062511
254976,62246,9.90744990827961
267498,62235,9.905699081736682
286084,62233,9.905380749637967
254247,62226,9.904266587292469
251248,62210,9.901719930502756
253394,62201,9.900287436058543
286139,62198,9.89980993791047
254204,62176,9.896308284824615
267421,62174,9.895989952725902
347582,62159,9.893602461985544
331991,62156,9.893124963837474
270385,62145,9.891374137294546
254022,62140,9.890578307047761
286188,62130,9.88898664655419
283023,62129,9.888827480504833
254068,62117,9.886917487912548
332730,62116,9.886758321863192
254266,62112,9.886121657665763
254280,62098,9.883893332974765
104163,62097,9.883734166925407
363787,62096,9.88357500087605
257300,62090,9.882620004579907
104691,62079,9.88086917803698
254200,62076,9.880391679888909
363784,62075,9.880232513839552
348209,62072,9.879755015691481
266874,62054,9.876890026803054
286082,62038,9.87434337001334
253966,62023,9.871955879272985
348204,62022,9.871796713223628
257050,62017,9.871000882976842
253564,62005,9.869090890384557
348356,61990,9.866703399644202
104716,61966,9.862883414459633
253917,61961,9.862087584212848
348251,61960,9.86192841816349
283047,61950,9.86033675766992
270436,61950,9.86033675766992
104069,61947,9.859859259521848
104039,61946,9.859700093472492
348165,61939,9.858585931126992
285883,61939,9.858585931126992
104064,61939,9.858585931126992
253439,61937,9.858267599028277
254261,61935,9.857949266929564
256404,61891,9.850945960757853
253796,61863,9.846489311375855
270540,61841,9.84298765829
238370,61833,9.841714329895144
347664,61828,9.840918499648359
254304,61826,9.840600167549644
254371,61824,9.84028183545093
270432,61813,9.838531008908003
286555,61783,9.83375602742729
253965,61780,9.83327852927922
104189,61764,9.830731872489507
253449,61751,9.828662713847864
270615,61747,9.828026049650436
347709,61746,9.827866883601079
257155,61744,9.827548551502366
347501,61727,9.824842728663295
253269,61713,9.822614403972295
348277,61709,9.821977739774868
270401,61709,9.821977739774868
104815,61708,9.82181857372551
331912,61708,9.82181857372551
269806,61705,9.82134107557744
363786,61694,9.819590249034512
328874,61686,9.818316920639656
286650,61685,9.818157754590299
104715,61653,9.813064441010873
253960,61630,9.80940362187566
347542,61629,9.809244455826303
348282,61625,9.808607791628875
179255,61611,9.806379466937877
104685,61602,9.804946972493662
270507,61585,9.802241149654593
348213,61577,9.800967821259736
270484,61568,9.799535326815523
270584,61568,9.799535326815523
285529,61557,9.797784500272595
286675,61553,9.797147836075167
254058,61550,9.796670337927095
285958,61534,9.794123681137382
286580,61522,9.792213688545097
251249,61518,9.791577024347669
269638,61506,9.789667031755384
285876,61497,9.78823453731117
347639,61495,9.787916205212456
348190,61485,9.786324544718886
331927,61474,9.784573718175958
269863,61462,9.782663725583674
269982,61442,9.779480404596532
179250,61440,9.779162072497819
270458,61434,9.778207076201676
269658,61433,9.778047910152319
269837,61431,9.777729578053606
266772,61430,9.777570412004248
285927,61427,9.777092913856176
270427,61425,9.776774581757463
269657,61414,9.775023755214535
267447,61413,9.774864589165178
285409,61408,9.774068758918393
270579,61405,9.77359126077032
254131,61391,9.771362936079322
286775,61389,9.771044603980608
257250,61383,9.770089607684467
254147,61378,9.769293777437682
253589,61377,9.769134611388324
269936,61374,9.768657113240252
254219,61364,9.767065452746682
286061,61359,9.766269622499896
363775,61354,9.765473792253111
285877,61336,9.762608803364683
285938,61326,9.761017142871113
253942,61309,9.758311320032044
332611,61302,9.757197157686544
257251,61301,9.757037991637187
345021,61301,9.757037991637187
348357,61293,9.755764663242331
331951,61293,9.755764663242331
254225,61292,9.755605497192974
282897,61291,9.755446331143617
269942,61285,9.754491334847474
332104,61253,9.749398021268048
286755,61248,9.748602191021263
360647,61246,9.748283858922548
270462,61246,9.748283858922548
267371,61234,9.746373866330265
285904,61231,9.745896368182192
348351,61223,9.744623039787337
348355,61219,9.743986375589907
104169,61194,9.740007224355981
256254,61191,9.73952972620791
270488,61189,9.739211394109196
253149,61177,9.73730140151691
270515,61168,9.735868907072698
254319,61149,9.732844752134914
254198,61142,9.731730589789414
257130,61138,9.731093925591987
285901,61135,9.730616427443914
347536,61132,9.730138929295844
251247,61121,9.728388102752916
253922,61120,9.728228936703559
285880,61115,9.727433106456774
270355,61112,9.726955608308703
270616,61104,9.725682279913846
348285,61095,9.724249785469633
270502,61092,9.72377228732156
347628,61084,9.722498958926705
270591,61082,9.72218062682799
270453,61076,9.721225630531848
104660,61066,9.719633970038277
241475,61054,9.717723977445994
331907,61051,9.717246479297922
